rgb_path,depth_path
data/nyu2_train/living_room_0038_out/104.jpg,data/nyu2_train/living_room_0038_out/104.png
data/nyu2_train/living_room_0038_out/134.jpg,data/nyu2_train/living_room_0038_out/134.png
data/nyu2_train/living_room_0038_out/100.jpg,data/nyu2_train/living_room_0038_out/100.png
data/nyu2_train/living_room_0038_out/64.jpg,data/nyu2_train/living_room_0038_out/64.png
data/nyu2_train/living_room_0038_out/147.jpg,data/nyu2_train/living_room_0038_out/147.png
data/nyu2_train/living_room_0038_out/103.jpg,data/nyu2_train/living_room_0038_out/103.png
data/nyu2_train/living_room_0038_out/67.jpg,data/nyu2_train/living_room_0038_out/67.png
data/nyu2_train/living_room_0038_out/114.jpg,data/nyu2_train/living_room_0038_out/114.png
data/nyu2_train/living_room_0038_out/8.jpg,data/nyu2_train/living_room_0038_out/8.png
data/nyu2_train/living_room_0038_out/127.jpg,data/nyu2_train/living_room_0038_out/127.png
data/nyu2_train/living_room_0038_out/43.jpg,data/nyu2_train/living_room_0038_out/43.png
data/nyu2_train/living_room_0038_out/144.jpg,data/nyu2_train/living_room_0038_out/144.png
data/nyu2_train/living_room_0038_out/17.jpg,data/nyu2_train/living_room_0038_out/17.png
data/nyu2_train/living_room_0038_out/151.jpg,data/nyu2_train/living_room_0038_out/151.png
data/nyu2_train/living_room_0038_out/35.jpg,data/nyu2_train/living_room_0038_out/35.png
data/nyu2_train/living_room_0038_out/40.jpg,data/nyu2_train/living_room_0038_out/40.png
data/nyu2_train/living_room_0038_out/55.jpg,data/nyu2_train/living_room_0038_out/55.png
data/nyu2_train/living_room_0038_out/95.jpg,data/nyu2_train/living_room_0038_out/95.png
data/nyu2_train/living_room_0038_out/45.jpg,data/nyu2_train/living_room_0038_out/45.png
data/nyu2_train/living_room_0038_out/82.jpg,data/nyu2_train/living_room_0038_out/82.png
data/nyu2_train/living_room_0038_out/108.jpg,data/nyu2_train/living_room_0038_out/108.png
data/nyu2_train/living_room_0038_out/79.jpg,data/nyu2_train/living_room_0038_out/79.png
data/nyu2_train/living_room_0038_out/31.jpg,data/nyu2_train/living_room_0038_out/31.png
data/nyu2_train/living_room_0038_out/137.jpg,data/nyu2_train/living_room_0038_out/137.png
data/nyu2_train/living_room_0038_out/47.jpg,data/nyu2_train/living_room_0038_out/47.png
data/nyu2_train/living_room_0038_out/111.jpg,data/nyu2_train/living_room_0038_out/111.png
data/nyu2_train/living_room_0038_out/41.jpg,data/nyu2_train/living_room_0038_out/41.png
data/nyu2_train/living_room_0038_out/50.jpg,data/nyu2_train/living_room_0038_out/50.png
data/nyu2_train/living_room_0038_out/140.jpg,data/nyu2_train/living_room_0038_out/140.png
data/nyu2_train/living_room_0038_out/19.jpg,data/nyu2_train/living_room_0038_out/19.png
data/nyu2_train/living_room_0038_out/58.jpg,data/nyu2_train/living_room_0038_out/58.png
data/nyu2_train/living_room_0038_out/98.jpg,data/nyu2_train/living_room_0038_out/98.png
data/nyu2_train/living_room_0038_out/76.jpg,data/nyu2_train/living_room_0038_out/76.png
data/nyu2_train/living_room_0038_out/124.jpg,data/nyu2_train/living_room_0038_out/124.png
data/nyu2_train/living_room_0038_out/128.jpg,data/nyu2_train/living_room_0038_out/128.png
data/nyu2_train/living_room_0038_out/170.jpg,data/nyu2_train/living_room_0038_out/170.png
data/nyu2_train/living_room_0038_out/149.jpg,data/nyu2_train/living_room_0038_out/149.png
data/nyu2_train/living_room_0038_out/69.jpg,data/nyu2_train/living_room_0038_out/69.png
data/nyu2_train/living_room_0038_out/155.jpg,data/nyu2_train/living_room_0038_out/155.png
data/nyu2_train/living_room_0038_out/5.jpg,data/nyu2_train/living_room_0038_out/5.png
data/nyu2_train/living_room_0038_out/131.jpg,data/nyu2_train/living_room_0038_out/131.png
data/nyu2_train/living_room_0038_out/101.jpg,data/nyu2_train/living_room_0038_out/101.png
data/nyu2_train/living_room_0038_out/112.jpg,data/nyu2_train/living_room_0038_out/112.png
data/nyu2_train/living_room_0038_out/1.jpg,data/nyu2_train/living_room_0038_out/1.png
data/nyu2_train/living_room_0038_out/148.jpg,data/nyu2_train/living_room_0038_out/148.png
data/nyu2_train/living_room_0038_out/84.jpg,data/nyu2_train/living_room_0038_out/84.png
data/nyu2_train/living_room_0038_out/92.jpg,data/nyu2_train/living_room_0038_out/92.png
data/nyu2_train/living_room_0038_out/133.jpg,data/nyu2_train/living_room_0038_out/133.png
data/nyu2_train/living_room_0038_out/150.jpg,data/nyu2_train/living_room_0038_out/150.png
data/nyu2_train/living_room_0038_out/107.jpg,data/nyu2_train/living_room_0038_out/107.png
data/nyu2_train/living_room_0038_out/136.jpg,data/nyu2_train/living_room_0038_out/136.png
data/nyu2_train/living_room_0038_out/51.jpg,data/nyu2_train/living_room_0038_out/51.png
data/nyu2_train/living_room_0038_out/7.jpg,data/nyu2_train/living_room_0038_out/7.png
data/nyu2_train/living_room_0038_out/97.jpg,data/nyu2_train/living_room_0038_out/97.png
data/nyu2_train/living_room_0038_out/15.jpg,data/nyu2_train/living_room_0038_out/15.png
data/nyu2_train/living_room_0038_out/156.jpg,data/nyu2_train/living_room_0038_out/156.png
data/nyu2_train/living_room_0038_out/77.jpg,data/nyu2_train/living_room_0038_out/77.png
data/nyu2_train/living_room_0038_out/117.jpg,data/nyu2_train/living_room_0038_out/117.png
data/nyu2_train/living_room_0038_out/125.jpg,data/nyu2_train/living_room_0038_out/125.png
data/nyu2_train/living_room_0038_out/89.jpg,data/nyu2_train/living_room_0038_out/89.png
data/nyu2_train/living_room_0038_out/102.jpg,data/nyu2_train/living_room_0038_out/102.png
data/nyu2_train/living_room_0038_out/99.jpg,data/nyu2_train/living_room_0038_out/99.png
data/nyu2_train/living_room_0038_out/72.jpg,data/nyu2_train/living_room_0038_out/72.png
data/nyu2_train/living_room_0038_out/157.jpg,data/nyu2_train/living_room_0038_out/157.png
data/nyu2_train/living_room_0038_out/81.jpg,data/nyu2_train/living_room_0038_out/81.png
data/nyu2_train/living_room_0038_out/33.jpg,data/nyu2_train/living_room_0038_out/33.png
data/nyu2_train/living_room_0038_out/27.jpg,data/nyu2_train/living_room_0038_out/27.png
data/nyu2_train/living_room_0038_out/139.jpg,data/nyu2_train/living_room_0038_out/139.png
data/nyu2_train/living_room_0038_out/38.jpg,data/nyu2_train/living_room_0038_out/38.png
data/nyu2_train/living_room_0038_out/154.jpg,data/nyu2_train/living_room_0038_out/154.png
data/nyu2_train/living_room_0038_out/78.jpg,data/nyu2_train/living_room_0038_out/78.png
data/nyu2_train/living_room_0038_out/73.jpg,data/nyu2_train/living_room_0038_out/73.png
data/nyu2_train/living_room_0038_out/159.jpg,data/nyu2_train/living_room_0038_out/159.png
data/nyu2_train/living_room_0038_out/110.jpg,data/nyu2_train/living_room_0038_out/110.png
data/nyu2_train/living_room_0038_out/143.jpg,data/nyu2_train/living_room_0038_out/143.png
data/nyu2_train/living_room_0038_out/83.jpg,data/nyu2_train/living_room_0038_out/83.png
data/nyu2_train/living_room_0038_out/87.jpg,data/nyu2_train/living_room_0038_out/87.png
data/nyu2_train/living_room_0038_out/59.jpg,data/nyu2_train/living_room_0038_out/59.png
data/nyu2_train/living_room_0038_out/36.jpg,data/nyu2_train/living_room_0038_out/36.png
data/nyu2_train/living_room_0038_out/20.jpg,data/nyu2_train/living_room_0038_out/20.png
data/nyu2_train/living_room_0038_out/165.jpg,data/nyu2_train/living_room_0038_out/165.png
data/nyu2_train/living_room_0038_out/106.jpg,data/nyu2_train/living_room_0038_out/106.png
data/nyu2_train/living_room_0038_out/145.jpg,data/nyu2_train/living_room_0038_out/145.png
data/nyu2_train/living_room_0038_out/65.jpg,data/nyu2_train/living_room_0038_out/65.png
data/nyu2_train/living_room_0038_out/120.jpg,data/nyu2_train/living_room_0038_out/120.png
data/nyu2_train/living_room_0038_out/86.jpg,data/nyu2_train/living_room_0038_out/86.png
data/nyu2_train/living_room_0038_out/44.jpg,data/nyu2_train/living_room_0038_out/44.png
data/nyu2_train/living_room_0038_out/63.jpg,data/nyu2_train/living_room_0038_out/63.png
data/nyu2_train/living_room_0038_out/116.jpg,data/nyu2_train/living_room_0038_out/116.png
data/nyu2_train/living_room_0038_out/61.jpg,data/nyu2_train/living_room_0038_out/61.png
data/nyu2_train/living_room_0038_out/32.jpg,data/nyu2_train/living_room_0038_out/32.png
data/nyu2_train/living_room_0038_out/123.jpg,data/nyu2_train/living_room_0038_out/123.png
data/nyu2_train/living_room_0038_out/23.jpg,data/nyu2_train/living_room_0038_out/23.png
data/nyu2_train/living_room_0038_out/74.jpg,data/nyu2_train/living_room_0038_out/74.png
data/nyu2_train/living_room_0038_out/164.jpg,data/nyu2_train/living_room_0038_out/164.png
data/nyu2_train/living_room_0038_out/141.jpg,data/nyu2_train/living_room_0038_out/141.png
data/nyu2_train/living_room_0038_out/52.jpg,data/nyu2_train/living_room_0038_out/52.png
data/nyu2_train/living_room_0038_out/66.jpg,data/nyu2_train/living_room_0038_out/66.png
data/nyu2_train/living_room_0038_out/24.jpg,data/nyu2_train/living_room_0038_out/24.png
data/nyu2_train/living_room_0038_out/22.jpg,data/nyu2_train/living_room_0038_out/22.png
data/nyu2_train/living_room_0038_out/166.jpg,data/nyu2_train/living_room_0038_out/166.png
data/nyu2_train/living_room_0038_out/80.jpg,data/nyu2_train/living_room_0038_out/80.png
data/nyu2_train/living_room_0038_out/96.jpg,data/nyu2_train/living_room_0038_out/96.png
data/nyu2_train/living_room_0038_out/26.jpg,data/nyu2_train/living_room_0038_out/26.png
data/nyu2_train/living_room_0038_out/88.jpg,data/nyu2_train/living_room_0038_out/88.png
data/nyu2_train/living_room_0038_out/9.jpg,data/nyu2_train/living_room_0038_out/9.png
data/nyu2_train/living_room_0038_out/109.jpg,data/nyu2_train/living_room_0038_out/109.png
data/nyu2_train/living_room_0038_out/90.jpg,data/nyu2_train/living_room_0038_out/90.png
data/nyu2_train/bedroom_0047_out/37.jpg,data/nyu2_train/bedroom_0047_out/37.png
data/nyu2_train/bedroom_0047_out/6.jpg,data/nyu2_train/bedroom_0047_out/6.png
data/nyu2_train/bedroom_0047_out/49.jpg,data/nyu2_train/bedroom_0047_out/49.png
data/nyu2_train/bedroom_0047_out/94.jpg,data/nyu2_train/bedroom_0047_out/94.png
data/nyu2_train/bedroom_0047_out/18.jpg,data/nyu2_train/bedroom_0047_out/18.png
data/nyu2_train/bedroom_0047_out/21.jpg,data/nyu2_train/bedroom_0047_out/21.png
data/nyu2_train/bedroom_0047_out/48.jpg,data/nyu2_train/bedroom_0047_out/48.png
data/nyu2_train/bedroom_0047_out/75.jpg,data/nyu2_train/bedroom_0047_out/75.png
data/nyu2_train/bedroom_0047_out/25.jpg,data/nyu2_train/bedroom_0047_out/25.png
data/nyu2_train/bedroom_0047_out/13.jpg,data/nyu2_train/bedroom_0047_out/13.png
data/nyu2_train/bedroom_0047_out/68.jpg,data/nyu2_train/bedroom_0047_out/68.png
data/nyu2_train/bedroom_0047_out/28.jpg,data/nyu2_train/bedroom_0047_out/28.png
data/nyu2_train/bedroom_0047_out/85.jpg,data/nyu2_train/bedroom_0047_out/85.png
data/nyu2_train/bedroom_0047_out/57.jpg,data/nyu2_train/bedroom_0047_out/57.png
data/nyu2_train/bedroom_0047_out/34.jpg,data/nyu2_train/bedroom_0047_out/34.png
data/nyu2_train/bedroom_0047_out/53.jpg,data/nyu2_train/bedroom_0047_out/53.png
data/nyu2_train/bedroom_0047_out/11.jpg,data/nyu2_train/bedroom_0047_out/11.png
data/nyu2_train/bedroom_0047_out/46.jpg,data/nyu2_train/bedroom_0047_out/46.png
data/nyu2_train/bedroom_0047_out/39.jpg,data/nyu2_train/bedroom_0047_out/39.png
data/nyu2_train/bedroom_0047_out/71.jpg,data/nyu2_train/bedroom_0047_out/71.png
data/nyu2_train/bedroom_0047_out/29.jpg,data/nyu2_train/bedroom_0047_out/29.png
data/nyu2_train/bedroom_0047_out/14.jpg,data/nyu2_train/bedroom_0047_out/14.png
data/nyu2_train/bedroom_0047_out/30.jpg,data/nyu2_train/bedroom_0047_out/30.png
data/nyu2_train/bedroom_0047_out/16.jpg,data/nyu2_train/bedroom_0047_out/16.png
data/nyu2_train/bedroom_0047_out/62.jpg,data/nyu2_train/bedroom_0047_out/62.png
data/nyu2_train/bedroom_0047_out/56.jpg,data/nyu2_train/bedroom_0047_out/56.png
data/nyu2_train/bedroom_0047_out/42.jpg,data/nyu2_train/bedroom_0047_out/42.png
data/nyu2_train/bedroom_0047_out/2.jpg,data/nyu2_train/bedroom_0047_out/2.png
data/nyu2_train/bedroom_0047_out/91.jpg,data/nyu2_train/bedroom_0047_out/91.png
data/nyu2_train/bedroom_0047_out/93.jpg,data/nyu2_train/bedroom_0047_out/93.png
data/nyu2_train/bedroom_0047_out/70.jpg,data/nyu2_train/bedroom_0047_out/70.png
data/nyu2_train/bedroom_0047_out/60.jpg,data/nyu2_train/bedroom_0047_out/60.png
data/nyu2_train/bedroom_0047_out/3.jpg,data/nyu2_train/bedroom_0047_out/3.png
data/nyu2_train/bedroom_0047_out/54.jpg,data/nyu2_train/bedroom_0047_out/54.png
data/nyu2_train/bedroom_0047_out/10.jpg,data/nyu2_train/bedroom_0047_out/10.png
data/nyu2_train/bedroom_0047_out/4.jpg,data/nyu2_train/bedroom_0047_out/4.png
data/nyu2_train/bedroom_0047_out/12.jpg,data/nyu2_train/bedroom_0047_out/12.png
data/nyu2_train/bedroom_0047_out/64.jpg,data/nyu2_train/bedroom_0047_out/64.png
data/nyu2_train/bedroom_0047_out/67.jpg,data/nyu2_train/bedroom_0047_out/67.png
data/nyu2_train/bedroom_0047_out/8.jpg,data/nyu2_train/bedroom_0047_out/8.png
data/nyu2_train/bedroom_0047_out/43.jpg,data/nyu2_train/bedroom_0047_out/43.png
data/nyu2_train/bedroom_0047_out/17.jpg,data/nyu2_train/bedroom_0047_out/17.png
data/nyu2_train/bedroom_0047_out/35.jpg,data/nyu2_train/bedroom_0047_out/35.png
data/nyu2_train/bedroom_0047_out/40.jpg,data/nyu2_train/bedroom_0047_out/40.png
data/nyu2_train/bedroom_0047_out/55.jpg,data/nyu2_train/bedroom_0047_out/55.png
data/nyu2_train/bedroom_0047_out/95.jpg,data/nyu2_train/bedroom_0047_out/95.png
data/nyu2_train/bedroom_0047_out/45.jpg,data/nyu2_train/bedroom_0047_out/45.png
data/nyu2_train/bedroom_0047_out/82.jpg,data/nyu2_train/bedroom_0047_out/82.png
data/nyu2_train/bedroom_0047_out/79.jpg,data/nyu2_train/bedroom_0047_out/79.png
data/nyu2_train/bedroom_0047_out/31.jpg,data/nyu2_train/bedroom_0047_out/31.png
data/nyu2_train/bedroom_0047_out/47.jpg,data/nyu2_train/bedroom_0047_out/47.png
data/nyu2_train/bedroom_0047_out/41.jpg,data/nyu2_train/bedroom_0047_out/41.png
data/nyu2_train/bedroom_0047_out/50.jpg,data/nyu2_train/bedroom_0047_out/50.png
data/nyu2_train/bedroom_0047_out/19.jpg,data/nyu2_train/bedroom_0047_out/19.png
data/nyu2_train/bedroom_0047_out/58.jpg,data/nyu2_train/bedroom_0047_out/58.png
data/nyu2_train/bedroom_0047_out/76.jpg,data/nyu2_train/bedroom_0047_out/76.png
data/nyu2_train/bedroom_0047_out/69.jpg,data/nyu2_train/bedroom_0047_out/69.png
data/nyu2_train/bedroom_0047_out/5.jpg,data/nyu2_train/bedroom_0047_out/5.png
data/nyu2_train/bedroom_0047_out/1.jpg,data/nyu2_train/bedroom_0047_out/1.png
data/nyu2_train/bedroom_0047_out/84.jpg,data/nyu2_train/bedroom_0047_out/84.png
data/nyu2_train/bedroom_0047_out/92.jpg,data/nyu2_train/bedroom_0047_out/92.png
data/nyu2_train/bedroom_0047_out/51.jpg,data/nyu2_train/bedroom_0047_out/51.png
data/nyu2_train/bedroom_0047_out/7.jpg,data/nyu2_train/bedroom_0047_out/7.png
data/nyu2_train/bedroom_0047_out/15.jpg,data/nyu2_train/bedroom_0047_out/15.png
data/nyu2_train/bedroom_0047_out/77.jpg,data/nyu2_train/bedroom_0047_out/77.png
data/nyu2_train/bedroom_0047_out/89.jpg,data/nyu2_train/bedroom_0047_out/89.png
data/nyu2_train/bedroom_0047_out/72.jpg,data/nyu2_train/bedroom_0047_out/72.png
data/nyu2_train/bedroom_0047_out/81.jpg,data/nyu2_train/bedroom_0047_out/81.png
data/nyu2_train/bedroom_0047_out/33.jpg,data/nyu2_train/bedroom_0047_out/33.png
data/nyu2_train/bedroom_0047_out/27.jpg,data/nyu2_train/bedroom_0047_out/27.png
data/nyu2_train/bedroom_0047_out/38.jpg,data/nyu2_train/bedroom_0047_out/38.png
data/nyu2_train/bedroom_0047_out/78.jpg,data/nyu2_train/bedroom_0047_out/78.png
data/nyu2_train/bedroom_0047_out/73.jpg,data/nyu2_train/bedroom_0047_out/73.png
data/nyu2_train/bedroom_0047_out/83.jpg,data/nyu2_train/bedroom_0047_out/83.png
data/nyu2_train/bedroom_0047_out/87.jpg,data/nyu2_train/bedroom_0047_out/87.png
data/nyu2_train/bedroom_0047_out/59.jpg,data/nyu2_train/bedroom_0047_out/59.png
data/nyu2_train/bedroom_0047_out/36.jpg,data/nyu2_train/bedroom_0047_out/36.png
data/nyu2_train/bedroom_0047_out/20.jpg,data/nyu2_train/bedroom_0047_out/20.png
data/nyu2_train/bedroom_0047_out/65.jpg,data/nyu2_train/bedroom_0047_out/65.png
data/nyu2_train/bedroom_0047_out/86.jpg,data/nyu2_train/bedroom_0047_out/86.png
data/nyu2_train/bedroom_0047_out/44.jpg,data/nyu2_train/bedroom_0047_out/44.png
data/nyu2_train/bedroom_0047_out/63.jpg,data/nyu2_train/bedroom_0047_out/63.png
data/nyu2_train/bedroom_0047_out/61.jpg,data/nyu2_train/bedroom_0047_out/61.png
data/nyu2_train/bedroom_0047_out/32.jpg,data/nyu2_train/bedroom_0047_out/32.png
data/nyu2_train/bedroom_0047_out/23.jpg,data/nyu2_train/bedroom_0047_out/23.png
data/nyu2_train/bedroom_0047_out/74.jpg,data/nyu2_train/bedroom_0047_out/74.png
data/nyu2_train/bedroom_0047_out/52.jpg,data/nyu2_train/bedroom_0047_out/52.png
data/nyu2_train/bedroom_0047_out/66.jpg,data/nyu2_train/bedroom_0047_out/66.png
data/nyu2_train/bedroom_0047_out/24.jpg,data/nyu2_train/bedroom_0047_out/24.png
data/nyu2_train/bedroom_0047_out/22.jpg,data/nyu2_train/bedroom_0047_out/22.png
data/nyu2_train/bedroom_0047_out/80.jpg,data/nyu2_train/bedroom_0047_out/80.png
data/nyu2_train/bedroom_0047_out/26.jpg,data/nyu2_train/bedroom_0047_out/26.png
data/nyu2_train/bedroom_0047_out/88.jpg,data/nyu2_train/bedroom_0047_out/88.png
data/nyu2_train/bedroom_0047_out/9.jpg,data/nyu2_train/bedroom_0047_out/9.png
data/nyu2_train/bedroom_0047_out/90.jpg,data/nyu2_train/bedroom_0047_out/90.png
data/nyu2_train/bedroom_0113_out/37.jpg,data/nyu2_train/bedroom_0113_out/37.png
data/nyu2_train/bedroom_0113_out/115.jpg,data/nyu2_train/bedroom_0113_out/115.png
data/nyu2_train/bedroom_0113_out/6.jpg,data/nyu2_train/bedroom_0113_out/6.png
data/nyu2_train/bedroom_0113_out/49.jpg,data/nyu2_train/bedroom_0113_out/49.png
data/nyu2_train/bedroom_0113_out/152.jpg,data/nyu2_train/bedroom_0113_out/152.png
data/nyu2_train/bedroom_0113_out/142.jpg,data/nyu2_train/bedroom_0113_out/142.png
data/nyu2_train/bedroom_0113_out/94.jpg,data/nyu2_train/bedroom_0113_out/94.png
data/nyu2_train/bedroom_0113_out/158.jpg,data/nyu2_train/bedroom_0113_out/158.png
data/nyu2_train/bedroom_0113_out/18.jpg,data/nyu2_train/bedroom_0113_out/18.png
data/nyu2_train/bedroom_0113_out/21.jpg,data/nyu2_train/bedroom_0113_out/21.png
data/nyu2_train/bedroom_0113_out/48.jpg,data/nyu2_train/bedroom_0113_out/48.png
data/nyu2_train/bedroom_0113_out/75.jpg,data/nyu2_train/bedroom_0113_out/75.png
data/nyu2_train/bedroom_0113_out/25.jpg,data/nyu2_train/bedroom_0113_out/25.png
data/nyu2_train/bedroom_0113_out/13.jpg,data/nyu2_train/bedroom_0113_out/13.png
data/nyu2_train/bedroom_0113_out/68.jpg,data/nyu2_train/bedroom_0113_out/68.png
data/nyu2_train/bedroom_0113_out/28.jpg,data/nyu2_train/bedroom_0113_out/28.png
data/nyu2_train/bedroom_0113_out/161.jpg,data/nyu2_train/bedroom_0113_out/161.png
data/nyu2_train/bedroom_0113_out/85.jpg,data/nyu2_train/bedroom_0113_out/85.png
data/nyu2_train/bedroom_0113_out/57.jpg,data/nyu2_train/bedroom_0113_out/57.png
data/nyu2_train/bedroom_0113_out/34.jpg,data/nyu2_train/bedroom_0113_out/34.png
data/nyu2_train/bedroom_0113_out/118.jpg,data/nyu2_train/bedroom_0113_out/118.png
data/nyu2_train/bedroom_0113_out/53.jpg,data/nyu2_train/bedroom_0113_out/53.png
data/nyu2_train/bedroom_0113_out/11.jpg,data/nyu2_train/bedroom_0113_out/11.png
data/nyu2_train/bedroom_0113_out/46.jpg,data/nyu2_train/bedroom_0113_out/46.png
data/nyu2_train/bedroom_0113_out/135.jpg,data/nyu2_train/bedroom_0113_out/135.png
data/nyu2_train/bedroom_0113_out/39.jpg,data/nyu2_train/bedroom_0113_out/39.png
data/nyu2_train/bedroom_0113_out/71.jpg,data/nyu2_train/bedroom_0113_out/71.png
data/nyu2_train/bedroom_0113_out/29.jpg,data/nyu2_train/bedroom_0113_out/29.png
data/nyu2_train/bedroom_0113_out/14.jpg,data/nyu2_train/bedroom_0113_out/14.png
data/nyu2_train/bedroom_0113_out/113.jpg,data/nyu2_train/bedroom_0113_out/113.png
data/nyu2_train/bedroom_0113_out/138.jpg,data/nyu2_train/bedroom_0113_out/138.png
data/nyu2_train/bedroom_0113_out/30.jpg,data/nyu2_train/bedroom_0113_out/30.png
